Municipio;Ano;Mes;Dia do Mes;Dia da Semana;Turno;Hora;Tentado;Tipo Local;Idade vitima;Idade Autor
BARROS CASSAL RS                                                      ;2009;10       ;31;sábado        ;Tarde     ;14:00:00;Tentado  ;Outros            ;011;019
BARROS CASSAL RS                                                      ;2009;11       ;04;quarta-feira  ;Manhã     ;10:30:00;Consumado;Residência        ;018;066
BARROS CASSAL RS                                                      ;2009;11       ;22;domingo       ;Madrugada ;01:30:00;Tentado  ;Residência        ;092;023
BARROS CASSAL RS                                                      ;2009;12       ;02;quarta-feira  ;Tarde     ;14:30:00;Consumado;Outros            ;022;039
BARROS CASSAL RS                                                      ;2010;02       ;13;sábado        ;Madrugada ;01:15:00;Consumado;Via Publica       ;023;000
BARROS CASSAL RS                                                      ;2010;04       ;03;sábado        ;Noite     ;21:00:00;Consumado;Estab.Diversão    ;014;023
BARROS CASSAL RS                                                      ;2010;07       ;18;domingo       ;Tarde     ;15:00:00;Consumado;Outros            ;014;021
BARROS CASSAL RS                                                      ;2010;08       ;01;domingo       ;Noite     ;20:00:00;Consumado;Residência        ;009;036
BARROS CASSAL RS                                                      ;2010;11       ;10;quarta-feira  ;Tarde     ;15:00:00;Tentado  ;Residência        ;010;000
BARROS CASSAL RS                                                      ;2010;12       ;30;quinta-feira  ;Tarde     ;16:00:00;Tentado  ;Via Publica       ;017;031
BARROS CASSAL RS                                                      ;2011;01       ;21;sexta-feira   ;Tarde     ;15:00:00;Consumado;Residência        ;014;055
BARROS CASSAL RS                                                      ;2011;02       ;12;sábado        ;Noite     ;22:00:00;Consumado;Residência        ;064;032
BARROS CASSAL RS                                                      ;2011;07       ;17;domingo       ;Madrugada ;01:30:00;Tentado  ;Residência        ;023;033
BARROS CASSAL RS                                                      ;2011;11       ;02;quarta-feira  ;Noite     ;20:00:00;Tentado  ;Residência        ;013;017
BARROS CASSAL RS                                                      ;2012;01       ;27;sexta-feira   ;Tarde     ;16:00:00;Consumado;Residência        ;014;043
BARROS CASSAL RS                                                      ;2012;02       ;16;quinta-feira  ;Noite     ;23:00:00;Consumado;Residência        ;012;019
BENJAMIN CONSTANT DO SUL RS                                           ;2006;01       ;02;segunda-feira ;Tarde     ;15:00:00;Consumado;Via Publica       ;028;026
BENJAMIN CONSTANT DO SUL RS                                           ;2007;06       ;12;terça-feira   ;Tarde     ;14:00:00;Consumado;Outros            ;015;037
BENJAMIN CONSTANT DO SUL RS                                           ;2011;12       ;11;domingo       ;Noite     ;19:30:00;Consumado;Via Publica       ;024;000
BENJAMIN CONSTANT DO SUL RS                                           ;2011;12       ;12;segunda-feira ;Noite     ;20:00:00;Consumado;Via Publica       ;015;021
BENTO GONCALVES RS                                                    ;2006;02       ;10;sexta-feira   ;Noite     ;23:50:00;Consumado;Residência        ;015;000
BENTO GONCALVES RS                                                    ;2006;04       ;15;sábado        ;Noite     ;18:00:00;Consumado;Estab.Comercial   ;018;047
BENTO GONCALVES RS                                                    ;2006;05       ;24;quarta-feira  ;Tarde     ;12:15:00;Tentado  ;Residência        ;013;000
BENTO GONCALVES RS                                                    ;2006;06       ;06;terça-feira   ;Noite     ;18:00:00;Tentado  ;Residência        ;050;000
BENTO GONCALVES RS                                                    ;2006;08       ;11;sexta-feira   ;Manhã     ;08:00:00;Consumado;Outros            ;022;000
BENTO GONCALVES RS                                                    ;2006;10       ;27;sexta-feira   ;Tarde     ;17:00:00;Consumado;Outros            ;013;020
BENTO GONCALVES RS                                                    ;2006;11       ;01;quarta-feira  ;Manhã     ;10:00:00;Consumado;Via Publica       ;013;000
BENTO GONCALVES RS                                                    ;2006;11       ;05;domingo       ;Manhã     ;10:25:00;Tentado  ;Residência        ;020;022
BENTO GONCALVES RS                                                    ;2006;11       ;16;quinta-feira  ;Tarde     ;15:30:00;Tentado  ;Via Publica       ;028;000
BENTO GONCALVES RS                                                    ;2006;11       ;18;sábado        ;Madrugada ;01:15:00;Consumado;Outros            ;016;000
BENTO GONCALVES RS                                                    ;2006;12       ;04;segunda-feira ;Tarde     ;12:45:00;Tentado  ;Via Publica       ;014;000
BENTO GONCALVES RS                                                    ;2007;01       ;30;terça-feira   ;Noite     ;19:00:00;Consumado;Residência        ;022;033
BENTO GONCALVES RS                                                    ;2007;02       ;16;sexta-feira   ;Manhã     ;08:00:00;Tentado  ;Residência        ;013;028
BENTO GONCALVES RS                                                    ;2007;04       ;01;domingo       ;Manhã     ;10:00:00;Consumado;Outros            ;014;000
BENTO GONCALVES RS                                                    ;2007;04       ;07;sábado        ;Noite     ;23:00:00;Consumado;Residência        ;014;000
BENTO GONCALVES RS                                                    ;2007;04       ;24;terça-feira   ;Noite     ;21:30:00;Tentado  ;Residência        ;080;039
BENTO GONCALVES RS                                                    ;2007;06       ;10;domingo       ;Tarde     ;16:00:00;Consumado;Residência        ;010;016
BENTO GONCALVES RS                                                    ;2007;06       ;17;domingo       ;Noite     ;23:30:00;Consumado;Outros            ;052;000
BENTO GONCALVES RS                                                    ;2007;07       ;01;domingo       ;Manhã     ;07:30:00;Consumado;Residência        ;037;054
BENTO GONCALVES RS                                                    ;2007;07       ;29;domingo       ;Manhã     ;09:00:00;Consumado;Residência        ;016;000
BENTO GONCALVES RS                                                    ;2007;10       ;04;quinta-feira  ;Manhã     ;10:00:00;Consumado;Residência        ;014;033
BENTO GONCALVES RS                                                    ;2007;10       ;06;sábado        ;Madrugada ;05:00:00;Consumado;Residência        ;024;034
BENTO GONCALVES RS                                                    ;2007;10       ;23;terça-feira   ;Tarde     ;15:30:00;Consumado;Outros            ;013;000
BENTO GONCALVES RS                                                    ;2007;11       ;17;sábado        ;Madrugada ;01:00:00;Tentado  ;Via Publica       ;023;000
BENTO GONCALVES RS                                                    ;2007;12       ;26;quarta-feira  ;Madrugada ;00:30:00;Consumado;Via Publica       ;045;000
BENTO GONCALVES RS                                                    ;2008;01       ;10;quinta-feira  ;Noite     ;20:00:00;Consumado;Via Publica       ;020;000
BENTO GONCALVES RS                                                    ;2008;03       ;09;domingo       ;Noite     ;21:30:00;Tentado  ;Residência        ;026;023
BENTO GONCALVES RS                                                    ;2008;04       ;07;segunda-feira ;Tarde     ;13:15:00;Tentado  ;Via Publica       ;019;000
BENTO GONCALVES RS                                                    ;2008;04       ;16;quarta-feira  ;Tarde     ;14:00:00;Consumado;Residência        ;015;000
BENTO GONCALVES RS                                                    ;2008;05       ;23;sexta-feira   ;Manhã     ;10:00:00;Consumado;Residência        ;019;061
BENTO GONCALVES RS                                                    ;2008;06       ;01;domingo       ;Tarde     ;15:00:00;Consumado;Outros            ;012;048
BENTO GONCALVES RS                                                    ;2008;06       ;14;sábado        ;Manhã     ;06:15:00;Tentado  ;Residência        ;038;046
BENTO GONCALVES RS                                                    ;2008;06       ;28;sábado        ;Madrugada ;04:30:00;Consumado;Via Publica       ;024;028
BENTO GONCALVES RS                                                    ;2008;07       ;15;terça-feira   ;Noite     ;22:00:00;Consumado;Via Publica       ;016;030
BENTO GONCALVES RS                                                    ;2008;07       ;15;terça-feira   ;Noite     ;22:35:00;Consumado;Outros            ;028;000
BENTO GONCALVES RS                                                    ;2008;07       ;16;quarta-feira  ;Noite     ;22:40:00;Consumado;Via Publica       ;031;030
BENTO GONCALVES RS                                                    ;2008;07       ;23;quarta-feira  ;Noite     ;22:30:00;Consumado;Via Publica       ;023;000
BENTO GONCALVES RS                                                    ;2008;08       ;02;sábado        ;Manhã     ;08:00:00;Consumado;Outros            ;013;018
BENTO GONCALVES RS                                                    ;2008;08       ;11;segunda-feira ;Tarde     ;14:00:00;Consumado;Outros            ;015;017
BENTO GONCALVES RS                                                    ;2008;09       ;08;segunda-feira ;Noite     ;18:40:00;Consumado;Via Publica       ;025;000
BENTO GONCALVES RS                                                    ;2008;09       ;17;quarta-feira  ;Noite     ;23:00:00;Consumado;Outros            ;026;000
BENTO GONCALVES RS                                                    ;2008;10       ;02;quinta-feira  ;Madrugada ;01:10:00;Consumado;Residência        ;015;024
BENTO GONCALVES RS                                                    ;2008;11       ;19;quarta-feira  ;Tarde     ;17:30:00;Consumado;Via Publica       ;011;000
BENTO GONCALVES RS                                                    ;2008;11       ;24;segunda-feira ;Tarde     ;13:00:00;Consumado;Via Publica       ;013;000
BENTO GONCALVES RS                                                    ;2008;11       ;27;quinta-feira  ;Tarde     ;14:30:00;Tentado  ;Residência        ;012;015
BENTO GONCALVES RS                                                    ;2008;11       ;29;sábado        ;Noite     ;22:00:00;Consumado;Outros            ;014;027
BENTO GONCALVES RS                                                    ;2008;12       ;19;sexta-feira   ;Noite     ;23:30:00;Consumado;Outros            ;013;029
BENTO GONCALVES RS                                                    ;2008;12       ;27;sábado        ;Madrugada ;05:00:00;Consumado;Via Publica       ;048;029
BENTO GONCALVES RS                                                    ;2009;01       ;08;quinta-feira  ;Noite     ;20:00:00;Consumado;Residência        ;017;055
BENTO GONCALVES RS                                                    ;2009;01       ;17;sábado        ;Tarde     ;14:00:00;Consumado;Outros            ;019;000
BENTO GONCALVES RS                                                    ;2009;01       ;18;domingo       ;Manhã     ;08:00:00;Consumado;Residência        ;018;021
BENTO GONCALVES RS                                                    ;2009;02       ;02;segunda-feira ;Madrugada ;02:30:00;Consumado;Via Publica       ;023;040
BENTO GONCALVES RS                                                    ;2009;02       ;16;segunda-feira ;Tarde     ;14:00:00;Tentado  ;Residência        ;009;047
BENTO GONCALVES RS                                                    ;2009;03       ;16;segunda-feira ;Noite     ;20:00:00;Consumado;Via Publica       ;015;000
BENTO GONCALVES RS                                                    ;2009;04       ;02;quinta-feira  ;Manhã     ;07:00:00;Consumado;Residência        ;015;000
BENTO GONCALVES RS                                                    ;2009;04       ;05;domingo       ;Noite     ;23:20:00;Tentado  ;Via Publica       ;024;000
BENTO GONCALVES RS                                                    ;2009;05       ;19;terça-feira   ;Noite     ;18:00:00;Consumado;Outros            ;037;032
BENTO GONCALVES RS                                                    ;2009;05       ;25;segunda-feira ;Manhã     ;08:00:00;Consumado;Residência        ;016;043
BENTO GONCALVES RS                                                    ;2009;06       ;05;sexta-feira   ;Noite     ;18:40:00;Tentado  ;Via Publica       ;048;032
BENTO GONCALVES RS                                                    ;2009;06       ;08;segunda-feira ;Madrugada ;02:00:00;Consumado;Residência        ;040;033
BENTO GONCALVES RS                                                    ;2009;06       ;08;segunda-feira ;Manhã     ;08:35:00;Consumado;Via Publica       ;016;032
BENTO GONCALVES RS                                                    ;2009;06       ;22;segunda-feira ;Madrugada ;03:30:00;Tentado  ;Via Publica       ;029;028
BENTO GONCALVES RS                                                    ;2009;06       ;22;segunda-feira ;Noite     ;19:30:00;Tentado  ;Via Publica       ;021;032
BENTO GONCALVES RS                                                    ;2009;07       ;01;quarta-feira  ;Noite     ;19:00:00;Tentado  ;Outros            ;040;000
BENTO GONCALVES RS                                                    ;2009;07       ;07;terça-feira   ;Tarde     ;15:30:00;Consumado;Via Publica       ;016;023
BENTO GONCALVES RS                                                    ;2009;07       ;09;quinta-feira  ;Manhã     ;10:00:00;Tentado  ;Residência        ;008;021
BENTO GONCALVES RS                                                    ;2009;07       ;14;terça-feira   ;Noite     ;21:00:00;Consumado;Residência        ;013;023
BENTO GONCALVES RS                                                    ;2009;07       ;23;quinta-feira  ;Manhã     ;07:40:00;Tentado  ;Estab.Comercial   ;029;000
BENTO GONCALVES RS                                                    ;2009;08       ;20;quinta-feira  ;Manhã     ;10:00:00;Consumado;Outros            ;058;000
BENTO GONCALVES RS                                                    ;2009;08       ;23;domingo       ;Noite     ;20:00:00;Tentado  ;Via Publica       ;037;000
BENTO GONCALVES RS                                                    ;2009;08       ;29;sábado        ;Manhã     ;06:00:00;Consumado;Residência        ;008;037
BENTO GONCALVES RS                                                    ;2009;09       ;12;sábado        ;Noite     ;19:00:00;Consumado;Residência        ;014;036
BENTO GONCALVES RS                                                    ;2009;09       ;16;quarta-feira  ;Manhã     ;11:15:00;Consumado;Residência        ;015;045
BENTO GONCALVES RS                                                    ;2009;09       ;24;quinta-feira  ;Manhã     ;08:30:00;Tentado  ;Via Publica       ;013;000
BENTO GONCALVES RS                                                    ;2009;09       ;26;sábado        ;Noite     ;20:00:00;Tentado  ;Residência        ;012;042
BENTO GONCALVES RS                                                    ;2009;10       ;05;segunda-feira ;Manhã     ;10:00:00;Consumado;Outros            ;013;059
BENTO GONCALVES RS                                                    ;2009;11       ;26;quinta-feira  ;Tarde     ;17:15:00;Tentado  ;Residência        ;014;029
BENTO GONCALVES RS                                                    ;2009;11       ;29;domingo       ;Tarde     ;17:30:00;Tentado  ;Residência        ;015;064
BENTO GONCALVES RS                                                    ;2009;12       ;02;quarta-feira  ;Noite     ;22:25:00;Tentado  ;Via Publica       ;021;023
BENTO GONCALVES RS                                                    ;2009;12       ;20;domingo       ;Manhã     ;10:00:00;Consumado;Residência        ;012;027
BENTO GONCALVES RS                                                    ;2009;12       ;20;domingo       ;Tarde     ;14:00:00;Consumado;Residência        ;012;050
BENTO GONCALVES RS                                                    ;2009;12       ;26;sábado        ;Manhã     ;06:00:00;Consumado;Via Publica       ;009;033
BENTO GONCALVES RS                                                    ;2009;12       ;29;terça-feira   ;Manhã     ;09:00:00;Consumado;Residência        ;012;032
BENTO GONCALVES RS                                                    ;2010;01       ;01;sexta-feira   ;Tarde     ;12:45:00;Consumado;Residência        ;020;024
BENTO GONCALVES RS                                                    ;2010;02       ;14;domingo       ;Manhã     ;07:30:00;Consumado;Outros            ;013;023
BENTO GONCALVES RS                                                    ;2010;03       ;18;quinta-feira  ;Tarde     ;16:00:00;Tentado  ;Residência        ;027;028
BENTO GONCALVES RS                                                    ;2010;03       ;29;segunda-feira ;Manhã     ;06:00:00;Tentado  ;Residência        ;013;038
BENTO GONCALVES RS                                                    ;2010;04       ;24;sábado        ;Noite     ;18:40:00;Tentado  ;Residência        ;007;000
BENTO GONCALVES RS                                                    ;2010;04       ;27;terça-feira   ;Manhã     ;07:00:00;Consumado;Outros            ;013;040
BENTO GONCALVES RS                                                    ;2010;05       ;16;domingo       ;Tarde     ;14:00:00;Consumado;Via Publica       ;015;000
BENTO GONCALVES RS                                                    ;2010;05       ;22;sábado        ;Tarde     ;15:00:00;Consumado;Outros            ;012;041
BENTO GONCALVES RS                                                    ;2010;05       ;29;sábado        ;Noite     ;19:30:00;Consumado;Residência        ;016;043
BENTO GONCALVES RS                                                    ;2010;07       ;04;domingo       ;Tarde     ;17:00:00;Consumado;Residência        ;010;037
BENTO GONCALVES RS                                                    ;2010;07       ;16;sexta-feira   ;Noite     ;21:30:00;Consumado;Residência        ;013;018
BENTO GONCALVES RS                                                    ;2010;07       ;25;domingo       ;Noite     ;20:00:00;Consumado;Residência        ;011;025
BENTO GONCALVES RS                                                    ;2010;08       ;20;sexta-feira   ;Tarde     ;15:00:00;Consumado;Residência        ;003;000
BENTO GONCALVES RS                                                    ;2010;09       ;23;quinta-feira  ;Tarde     ;17:30:00;Consumado;Residência        ;012;000
BENTO GONCALVES RS                                                    ;2010;10       ;01;sexta-feira   ;Tarde     ;15:19:00;Consumado;Residência        ;020;044
BENTO GONCALVES RS                                                    ;2010;10       ;20;quarta-feira  ;Tarde     ;16:00:00;Consumado;Outros            ;013;000
BENTO GONCALVES RS                                                    ;2010;10       ;25;segunda-feira ;Noite     ;19:00:00;Consumado;Estab.Comercial   ;022;023
BENTO GONCALVES RS                                                    ;2010;10       ;29;sexta-feira   ;Manhã     ;08:00:00;Consumado;Outros            ;012;000
BENTO GONCALVES RS                                                    ;2010;11       ;26;sexta-feira   ;Tarde     ;14:00:00;Consumado;Estab.Comercial   ;009;050
BENTO GONCALVES RS                                                    ;2010;12       ;15;quarta-feira  ;Tarde     ;17:00:00;Consumado;Outros            ;013;000
BENTO GONCALVES RS                                                    ;2010;12       ;21;terça-feira   ;Tarde     ;15:00:00;Consumado;Residência        ;043;054
BENTO GONCALVES RS                                                    ;2010;12       ;25;sábado        ;Manhã     ;09:00:00;Tentado  ;Outros            ;011;051
BENTO GONCALVES RS                                                    ;2010;12       ;28;terça-feira   ;Noite     ;21:15:00;Consumado;Outros            ;028;000
BENTO GONCALVES RS                                                    ;2011;01       ;03;segunda-feira ;Manhã     ;09:30:00;Consumado;Residência        ;014;023
BENTO GONCALVES RS                                                    ;2011;01       ;05;quarta-feira  ;Noite     ;20:00:00;Consumado;Residência        ;020;051
BENTO GONCALVES RS                                                    ;2011;01       ;06;quinta-feira  ;Madrugada ;00:01:00;Consumado;Residência        ;008;028
BENTO GONCALVES RS                                                    ;2011;01       ;06;quinta-feira  ;Tarde     ;17:56:00;Tentado  ;Estab.Comercial   ;026;000
BENTO GONCALVES RS                                                    ;2011;01       ;07;sexta-feira   ;Noite     ;23:15:00;Consumado;Residência        ;013;025
BENTO GONCALVES RS                                                    ;2011;01       ;27;quinta-feira  ;Tarde     ;12:00:00;Consumado;Estab.Comercial   ;019;058
BENTO GONCALVES RS                                                    ;2011;01       ;30;domingo       ;Noite     ;21:00:00;Consumado;Residência        ;014;033
BENTO GONCALVES RS                                                    ;2011;02       ;13;domingo       ;Noite     ;19:30:00;Consumado;Outros            ;020;023
BENTO GONCALVES RS                                                    ;2011;02       ;19;sábado        ;Manhã     ;10:00:00;Consumado;Outros            ;031;033
BENTO GONCALVES RS                                                    ;2011;03       ;11;sexta-feira   ;Tarde     ;17:15:00;Tentado  ;Estab.Ensino      ;012;016
BENTO GONCALVES RS                                                    ;2011;03       ;14;segunda-feira ;Noite     ;18:06:00;Consumado;Residência        ;012;049
BENTO GONCALVES RS                                                    ;2011;04       ;12;terça-feira   ;Tarde     ;16:00:00;Consumado;Residência        ;003;022
BENTO GONCALVES RS                                                    ;2011;04       ;24;domingo       ;Noite     ;21:30:00;Consumado;Via Publica       ;046;000
BENTO GONCALVES RS                                                    ;2011;05       ;01;domingo       ;Noite     ;22:45:00;Tentado  ;Outros            ;018;000
BENTO GONCALVES RS                                                    ;2011;05       ;02;segunda-feira ;Tarde     ;12:00:00;Tentado  ;Residência        ;007;061
BENTO GONCALVES RS                                                    ;2011;05       ;27;sexta-feira   ;Tarde     ;16:10:00;Consumado;Residência        ;002;078
BENTO GONCALVES RS                                                    ;2011;06       ;08;quarta-feira  ;Noite     ;19:00:00;Consumado;Via Publica       ;013;000
BENTO GONCALVES RS                                                    ;2011;06       ;11;sábado        ;Noite     ;22:30:00;Tentado  ;Via Publica       ;022;000
BENTO GONCALVES RS                                                    ;2011;07       ;01;sexta-feira   ;Manhã     ;10:00:00;Consumado;Residência        ;006;000
BENTO GONCALVES RS                                                    ;2011;07       ;09;sábado        ;Noite     ;22:00:00;Tentado  ;Residência        ;050;056
BENTO GONCALVES RS                                                    ;2011;08       ;08;segunda-feira ;Tarde     ;12:00:00;Consumado;Residência        ;014;036
BENTO GONCALVES RS                                                    ;2011;08       ;09;terça-feira   ;Noite     ;19:00:00;Consumado;Outros            ;023;031
BENTO GONCALVES RS                                                    ;2011;08       ;29;segunda-feira ;Tarde     ;16:10:00;Consumado;Residência        ;016;045
BENTO GONCALVES RS                                                    ;2011;08       ;31;quarta-feira  ;Manhã     ;08:40:00;Consumado;Outros            ;012;000
BENTO GONCALVES RS                                                    ;2011;09       ;15;quinta-feira  ;Tarde     ;16:00:00;Consumado;Residência        ;013;026
BENTO GONCALVES RS                                                    ;2011;09       ;30;sexta-feira   ;Noite     ;23:00:00;Consumado;Outros            ;011;047
BENTO GONCALVES RS                                                    ;2011;10       ;13;quinta-feira  ;Tarde     ;15:00:00;Consumado;Outros            ;004;000
BENTO GONCALVES RS                                                    ;2011;10       ;20;quinta-feira  ;Tarde     ;13:30:00;Tentado  ;Via Publica       ;019;000
BENTO GONCALVES RS                                                    ;2011;11       ;04;sexta-feira   ;Manhã     ;10:00:00;Consumado;Residência        ;010;044
BENTO GONCALVES RS                                                    ;2011;11       ;13;domingo       ;Madrugada ;00:30:00;Consumado;Outros            ;022;000
BENTO GONCALVES RS                                                    ;2011;11       ;18;sexta-feira   ;Noite     ;23:50:00;Consumado;Residência        ;013;030
BENTO GONCALVES RS                                                    ;2011;11       ;23;quarta-feira  ;Manhã     ;09:00:00;Consumado;Residência        ;015;035
BENTO GONCALVES RS                                                    ;2012;01       ;15;domingo       ;Madrugada ;03:00:00;Consumado;Residência        ;014;036
BENTO GONCALVES RS                                                    ;2012;01       ;19;quinta-feira  ;Manhã     ;07:40:00;Tentado  ;Via Publica       ;020;000
BENTO GONCALVES RS                                                    ;2012;01       ;22;domingo       ;Noite     ;22:30:00;Consumado;Residência        ;012;037
BENTO GONCALVES RS                                                    ;2012;01       ;28;sábado        ;Tarde     ;13:30:00;Consumado;Residência        ;040;055
BENTO GONCALVES RS                                                    ;2012;02       ;05;domingo       ;Noite     ;21:30:00;Consumado;Residência        ;030;031
BENTO GONCALVES RS                                                    ;2012;02       ;07;terça-feira   ;Noite     ;21:00:00;Consumado;Residência        ;030;037
BENTO GONCALVES RS                                                    ;2012;02       ;29;quarta-feira  ;Tarde     ;14:00:00;Consumado;Residência        ;015;025
BENTO GONCALVES RS                                                    ;2012;03       ;16;sexta-feira   ;Madrugada ;00:01:00;Consumado;Residência        ;014;045
BOA VISTA DAS MISSOES RS                                              ;2009;11       ;14;sábado        ;Noite     ;22:00:00;Consumado;Residência        ;014;000
BOA VISTA DO BURICA RS                                                ;2008;04       ;27;domingo       ;Tarde     ;12:00:00;Consumado;                  ;012;018
BOA VISTA DO BURICA RS                                                ;2009;11       ;02;segunda-feira ;Manhã     ;07:30:00;Tentado  ;Residência        ;016;034
BOA VISTA DO BURICA RS                                                ;2010;10       ;14;quinta-feira  ;Manhã     ;10:30:00;Consumado;Residência        ;028;035
BOA VISTA DO CADEADO RS                                               ;2011;08       ;01;segunda-feira ;Tarde     ;14:00:00;Consumado;Residência        ;011;041
BOA VISTA DO INCRA RS                                                 ;2006;09       ;01;sexta-feira   ;Madrugada ;00:01:00;Consumado;Outros            ;007;000
BOA VISTA DO INCRA RS                                                 ;2008;08       ;12;terça-feira   ;Tarde     ;13:30:00;Consumado;Residência        ;013;000
BOA VISTA DO SUL RS                                                   ;2006;09       ;25;segunda-feira ;Manhã     ;08:00:00;Consumado;Residência        ;057;046
BOA VISTA DO SUL RS                                                   ;2008;07       ;12;sábado        ;Manhã     ;10:00:00;Consumado;Residência        ;039;048
BOA VISTA DO SUL RS                                                   ;2011;02       ;07;segunda-feira ;Tarde     ;15:30:00;Consumado;Residência        ;013;038
BOM JESUS RS                                                          ;2006;03       ;05;domingo       ;Madrugada ;03:00:00;Consumado;Residência        ;029;034
BOM JESUS RS                                                          ;2006;03       ;25;sábado        ;Tarde     ;16:00:00;Consumado;Outros            ;017;051
BOM JESUS RS                                                          ;2006;12       ;17;domingo       ;Manhã     ;06:10:00;Tentado  ;                  ;017;025
BOM JESUS RS                                                          ;2008;06       ;29;domingo       ;Madrugada ;05:00:00;Tentado  ;Via Publica       ;046;000
BOM JESUS RS                                                          ;2010;03       ;06;sábado        ;Noite     ;18:00:00;Consumado;Residência        ;014;019
BOM JESUS RS                                                          ;2010;07       ;18;domingo       ;Manhã     ;11:00:00;Tentado  ;Residência        ;034;046
BOM JESUS RS                                                          ;2010;11       ;04;quinta-feira  ;Noite     ;20:51:00;Consumado;Outros            ;010;000
BOM JESUS RS                                                          ;2011;06       ;02;quinta-feira  ;Manhã     ;11:00:00;Consumado;Outros            ;016;043
BOM JESUS RS                                                          ;2011;08       ;11;quinta-feira  ;Tarde     ;15:00:00;Consumado;Outros            ;014;029
BOM JESUS RS                                                          ;2012;03       ;07;quarta-feira  ;Noite     ;20:30:00;Tentado  ;Residência        ;023;000
BOM PRINCIPIO RS                                                      ;2006;06       ;06;terça-feira   ;Manhã     ;09:30:00;Consumado;Via Publica       ;015;025
BOM PRINCIPIO RS                                                      ;2010;08       ;08;domingo       ;Noite     ;19:30:00;Consumado;Residência        ;012;039
BOM PROGRESSO RS                                                      ;2006;07       ;05;quarta-feira  ;Tarde     ;12:00:00;Tentado  ;                  ;044;000
BOM PROGRESSO RS                                                      ;2007;01       ;18;quinta-feira  ;Noite     ;19:00:00;Consumado;Residência        ;053;000
BOM PROGRESSO RS                                                      ;2009;04       ;16;quinta-feira  ;Tarde     ;16:00:00;Tentado  ;Residência        ;015;000
BOM PROGRESSO RS                                                      ;2009;11       ;01;domingo       ;Manhã     ;08:00:00;Consumado;Outros            ;008;000
BOM RETIRO DO SUL RS                                                  ;2006;01       ;01;domingo       ;Noite     ;19:00:00;Consumado;Residência        ;039;038
BOM RETIRO DO SUL RS                                                  ;2006;05       ;02;terça-feira   ;Tarde     ;14:30:00;Consumado;Outros            ;013;035
BOM RETIRO DO SUL RS                                                  ;2006;10       ;02;segunda-feira ;Tarde     ;16:00:00;Consumado;Residência        ;014;043
BOM RETIRO DO SUL RS                                                  ;2006;10       ;21;sábado        ;Tarde     ;17:30:00;Consumado;Outros            ;014;022
BOM RETIRO DO SUL RS                                                  ;2007;09       ;15;sábado        ;Manhã     ;06:15:00;Tentado  ;Via Publica       ;018;024
BOM RETIRO DO SUL RS                                                  ;2008;01       ;05;sábado        ;Madrugada ;04:30:00;Consumado;Outros            ;018;021
BOM RETIRO DO SUL RS                                                  ;2008;07       ;10;quinta-feira  ;Tarde     ;15:00:00;Consumado;Residência        ;014;000
BOM RETIRO DO SUL RS                                                  ;2008;12       ;09;terça-feira   ;Noite     ;20:00:00;Tentado  ;Residência        ;023;031
BOM RETIRO DO SUL RS                                                  ;2009;01       ;01;quinta-feira  ;Manhã     ;10:00:00;Tentado  ;Residência        ;013;000
BOM RETIRO DO SUL RS                                                  ;2009;03       ;31;terça-feira   ;Tarde     ;12:00:00;Consumado;Residência        ;018;000
BOM RETIRO DO SUL RS                                                  ;2009;05       ;19;terça-feira   ;Tarde     ;17:00:00;Consumado;Residência        ;004;000
BOM RETIRO DO SUL RS                                                  ;2009;08       ;31;segunda-feira ;Tarde     ;17:00:00;Consumado;Residência        ;016;048
BOM RETIRO DO SUL RS                                                  ;2009;11       ;01;domingo       ;Manhã     ;07:00:00;Consumado;Residência        ;013;038
BOM RETIRO DO SUL RS                                                  ;2010;04       ;19;segunda-feira ;Manhã     ;07:20:00;Consumado;Residência        ;013;016
BOM RETIRO DO SUL RS                                                  ;2010;06       ;23;quarta-feira  ;Tarde     ;14:30:00;Consumado;Outros            ;015;052
BOM RETIRO DO SUL RS                                                  ;2011;03       ;19;sábado        ;Tarde     ;17:00:00;Tentado  ;Via Publica       ;011;000
BOM RETIRO DO SUL RS                                                  ;2011;04       ;24;domingo       ;Noite     ;19:30:00;Consumado;Residência        ;009;024
BOM RETIRO DO SUL RS                                                  ;2011;08       ;22;segunda-feira ;Tarde     ;15:00:00;Consumado;Residência        ;017;038
BOM RETIRO DO SUL RS                                                  ;2011;10       ;19;quarta-feira  ;Manhã     ;08:30:00;Tentado  ;Residência        ;013;032
BOM RETIRO DO SUL RS                                                  ;2012;02       ;25;sábado        ;Madrugada ;05:45:00;Tentado  ;                  ;024;000
BOM RETIRO DO SUL RS                                                  ;2012;04       ;10;terça-feira   ;Noite     ;22:30:00;Consumado;Residência        ;014;035
BOQUEIRAO DO LEAO RS                                                  ;2006;05       ;07;domingo       ;Tarde     ;17:30:00;Consumado;Via Publica       ;022;000
BOQUEIRAO DO LEAO RS                                                  ;2006;11       ;07;terça-feira   ;Tarde     ;17:00:00;Consumado;Residência        ;001;030
BOQUEIRAO DO LEAO RS                                                  ;2006;11       ;12;domingo       ;Tarde     ;16:30:00;Consumado;Residência        ;010;030
BOQUEIRAO DO LEAO RS                                                  ;2006;12       ;10;domingo       ;Noite     ;22:00:00;Consumado;Residência        ;006;015
BOQUEIRAO DO LEAO RS                                                  ;2006;12       ;12;terça-feira   ;Noite     ;22:00:00;Consumado;Residência        ;014;031
